"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Director",NA,"Three Colors: Red","67-1995","tt0111495","Three Colors: Red","nm0001425","Krzysztof Kieslowski",NA,NA,"Three Colors: Red",1994,"R","23 Nov 1994","99 min","Drama, Mystery, Romance","Krzysztof Kieslowski","Krzysztof Kieslowski, Krzysztof Piesiewicz, Agnieszka Holland","Irène Jacob, Jean-Louis Trintignant, Frédérique Feder","A model discovers a retired judge is keen on invading people's privacy.","French","Switzerland, France, Poland","Nominated for 3 Oscars. 19 wins & 29 nominations total","https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","100","8.1","100,188","tt0111495","movie",NA,NA,NA,NA,"8.1/10","100/100","100%",NA,NA,NA,NA
"Best Director",NA,"Pulp Fiction","67-1995","tt0110912","Pulp Fiction","nm0000233","Quentin Tarantino",NA,NA,"Pulp Fiction",1994,"R","14 Oct 1994","154 min","Crime, Drama","Quentin Tarantino","Quentin Tarantino, Roger Avary","John Travolta, Uma Thurman, Samuel L. Jackson","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","English, Spanish, French","United States","Won 1 Oscar. 70 wins & 75 nominations total","https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","94","8.9","1,949,605","tt0110912","movie",NA,NA,NA,NA,"8.9/10","94/100","92%",8,2021-07-09,NA,NA
"Best Director",NA,"Quiz Show","67-1995","tt0110932","Quiz Show","nm0000602","Robert Redford",NA,NA,"Quiz Show",1994,"PG-13","07 Oct 1994","133 min","Biography, Drama, History","Robert Redford","Paul Attanasio, Richard N. Goodwin","Ralph Fiennes, John Turturro, Rob Morrow","A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","English","United States","Nominated for 4 Oscars. 6 wins & 36 nominations total","https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","92","7.5","67,963","tt0110932","movie",NA,NA,NA,NA,"7.5/10","92/100","96%",NA,NA,NA,NA
"Best Director",NA,"Bullets Over Broadway","67-1995","tt0109348","Bullets Over Broadway","nm0000095","Woody Allen",NA,NA,"Bullets Over Broadway",1994,"R","24 Feb 1995","98 min","Comedy, Crime","Woody Allen","Woody Allen, Douglas McGrath","John Cusack, Dianne Wiest, Jennifer Tilly","In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.","English","United States","Won 1 Oscar. 22 wins & 30 nominations total","https://m.media-amazon.com/images/M/MV5BM2M4MWU5NzItYTBkOC00ZjYxLTljZWEtYWMzODY3YmExMWY4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","N/A","7.4","38,377","tt0109348","movie",NA,NA,NA,NA,"7.4/10",NA,"97%",NA,NA,NA,NA
"Best Director","Winner","Braveheart","68-1996","tt0112573","Braveheart","nm0000154","Mel Gibson",NA,NA,"Braveheart",1995,"R","24 May 1995","178 min","Biography, Drama, History","Mel Gibson","Randall Wallace","Mel Gibson, Sophie Marceau, Patrick McGoohan","Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.","English, French, Latin, Gaelic, Italian","United States","Won 5 Oscars. 33 wins & 34 nominations total","https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","68","8.3","1,003,235","tt0112573","movie",NA,NA,NA,NA,"8.3/10","68/100","79%",7,2021-07-15,NA,NA
"Best Director",NA,"Babe","68-1996","tt0112431","Babe","nm0003088","Chris Noonan",NA,NA,"Babe",1995,"G","04 Aug 1995","91 min","Comedy, Drama, Family","Chris Noonan","Dick King-Smith, George Miller, Chris Noonan","James Cromwell, Magda Szubanski, Christine Cavanaugh","Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.","English","Australia, United States","Won 1 Oscar. 20 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg","83","6.8","122,428","tt0112431","movie",NA,NA,NA,NA,"6.8/10","83/100","97%",6,2021-07-09,NA,NA
"Best Director",NA,"The Postman","68-1996","tt0110877","The Postman","nm0705535","Michael Radford",NA,NA,"The Postman",1994,"PG","22 Mar 1996","108 min","Biography, Comedy, Drama","Michael Radford, Massimo Troisi","Antonio Skármeta, Furio Scarpelli, Giacomo Scarpelli","Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","Italian, Spanish","Italy, France, Belgium","Won 1 Oscar. 32 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg","81","7.7","35,732","tt0110877","movie",NA,NA,NA,NA,"7.7/10","81/100","94%",NA,NA,NA,NA
"Best Director",NA,"Leaving Las Vegas","68-1996","tt0113627","Leaving Las Vegas","nm0001214","Mike Figgis",NA,NA,"Leaving Las Vegas",1995,"R","09 Feb 1996","111 min","Drama, Romance","Mike Figgis","John O'Brien, Mike Figgis","Nicolas Cage, Elisabeth Shue, Julian Sands","Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","English, Russian","United States","Won 1 Oscar. 32 wins & 29 nominations total","https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_SX300.jpg","82","7.5","120,608","tt0113627","movie",NA,NA,NA,NA,"7.5/10","82/100","91%",NA,NA,NA,NA
"Best Director",NA,"Dead Man Walking","68-1996","tt0112818","Dead Man Walking","nm0000209","Tim Robbins",NA,NA,"Dead Man Walking",1995,"R","02 Feb 1996","122 min","Crime, Drama","Tim Robbins","Helen Prejean, Tim Robbins","Susan Sarandon, Sean Penn, Robert Prosky","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.","English","United Kingdom, United States","Won 1 Oscar. 23 wins & 23 nominations total","https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_SX300.jpg","80","7.5","92,936","tt0112818","movie",NA,NA,NA,NA,"7.5/10","80/100","95%",NA,NA,NA,NA
"Best Director","Winner","The English Patient","69-1997","tt0116209","The English Patient","nm0005237","Anthony Minghella",NA,NA,"The English Patient",1996,"R","06 Dec 1996","162 min","Drama, Romance, War","Anthony Minghella","Michael Ondaatje, Anthony Minghella","Ralph Fiennes, Juliette Binoche, Willem Dafoe","At the close of World War II, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.","English, German, Italian, Arabic","United States, United Kingdom","Won 9 Oscars. 62 wins & 77 nominations total","https://m.media-amazon.com/images/M/MV5BOTkxZTdkNTQtM2QwOS00NzRlLWEyMGItYTcxOTE4NTgyNGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","87","7.4","186,392","tt0116209","movie",NA,NA,NA,NA,"7.4/10","87/100","85%",7,2021-07-09,NA,NA
"Best Director",NA,"Fargo","69-1997","tt0116282","Fargo","nm0001054","Joel Coen",NA,NA,"Fargo",1996,"R","05 Apr 1996","98 min","Crime, Thriller","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","William H. Macy, Frances McDormand, Steve Buscemi","Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.","English","United States, United Kingdom","Won 2 Oscars. 83 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","85","8.1","654,446","tt0116282","movie",NA,NA,NA,NA,"8.1/10","85/100","94%",8,2021-07-11,"Prime","Feature Film"
"Best Director",NA,"Secrets & Lies","69-1997","tt0117589","Secrets & Lies","nm0005139","Mike Leigh",NA,NA,"Secrets & Lies",1996,"R","28 Feb 1997","136 min","Comedy, Drama","Mike Leigh","Mike Leigh","Timothy Spall, Brenda Blethyn, Phyllis Logan","Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.","English","United Kingdom, France","Nominated for 5 Oscars. 36 wins & 47 nominations total","https://m.media-amazon.com/images/M/MV5BY2QzMTIxNjItNGQyNy00MjQzLWJiYTItMzIyZjdkYjYyYjRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","91","8.0","42,048","tt0117589","movie",NA,NA,NA,NA,"8.0/10","91/100","95%",NA,NA,NA,NA
"Best Director",NA,"The People vs. Larry Flynt","69-1997","tt0117318","The People vs. Larry Flynt","nm0001232","Milos Forman",NA,NA,"The People vs. Larry Flynt",1996,"R","10 Jan 1997","130 min","Biography, Drama","Milos Forman","Scott Alexander, Larry Karaszewski","Woody Harrelson, Courtney Love, Edward Norton","The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.","English","United States","Nominated for 2 Oscars. 22 wins & 35 nominations total","https://m.media-amazon.com/images/M/MV5BMTY3NjA3OTY2Nl5BMl5BanBnXkFtZTgwMjAyNjQxMTE@._V1_SX300.jpg","79","7.3","92,712","tt0117318","movie",NA,NA,NA,NA,"7.3/10","79/100","88%",NA,NA,NA,NA
"Best Director",NA,"Shine","69-1997","tt0117631","Shine","nm0382956","Scott Hicks",NA,NA,"Shine",1996,"PG-13","14 Feb 1997","105 min","Biography, Drama, Music","Scott Hicks","Jan Sardi, Scott Hicks","Geoffrey Rush, Armin Mueller-Stahl, Justin Braine","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","English, Yiddish","Australia","Won 1 Oscar. 46 wins & 52 nominations total","https://m.media-amazon.com/images/M/MV5BNTNlZDhkNTMtYTExYS00NGRiLTlhZTItM2JlOWQ3MzE4YzdhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg","87","7.7","53,535","tt0117631","movie",NA,NA,NA,NA,"7.7/10","87/100","91%",NA,NA,NA,NA
"Best Director","Winner","Titanic","70-1998","tt0120338","Titanic","nm0000116","James Cameron",NA,NA,"Titanic",1997,"PG-13","19 Dec 1997","194 min","Drama, Romance","James Cameron","James Cameron","Leonardo DiCaprio, Kate Winslet, Billy Zane","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.","English, Swedish, Italian, French","United States, Mexico","Won 11 Oscars. 125 wins & 83 nominations total","https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","75","7.8","1,117,107","tt0120338","movie",NA,NA,NA,NA,"7.8/10","75/100","89%",7,2021-07-09,NA,NA
"Best Director",NA,"The Sweet Hereafter","70-1998","tt0120255","The Sweet Hereafter","nm0000382","Atom Egoyan",NA,NA,"The Sweet Hereafter",1997,"R","21 Nov 1997","112 min","Drama","Atom Egoyan","Russell Banks, Atom Egoyan","Ian Holm, Sarah Polley, Caerthan Banks","A bus crash in a small town brings a lawyer to the town to defend the families, but he discovers that everything is not what it seems.","English","Canada","Nominated for 2 Oscars. 33 wins & 56 nominations total","https://m.media-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","91","7.5","34,646","tt0120255","movie",NA,NA,NA,NA,"7.5/10","91/100","98%",NA,NA,"Prime","Feature Film"
"Best Director",NA,"L.A. Confidential","70-1998","tt0119488","L.A. Confidential","nm0000436","Curtis Hanson",NA,NA,"L.A. Confidential",1997,"R","19 Sep 1997","138 min","Crime, Drama, Mystery","Curtis Hanson","James Ellroy, Brian Helgeland, Curtis Hanson","Kevin Spacey, Russell Crowe, Guy Pearce","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","English","United States","Won 2 Oscars. 91 wins & 85 nominations total","https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","90","8.2","563,243","tt0119488","movie",NA,NA,NA,NA,"8.2/10","90/100","99%",8,2022-04-21,NA,NA
"Best Director",NA,"Good Will Hunting","70-1998","tt0119217","Good Will Hunting","nm0001814","Gus Van Sant",NA,NA,"Good Will Hunting",1997,"R","09 Jan 1998","126 min","Drama, Romance","Gus Van Sant","Matt Damon, Ben Affleck","Robin Williams, Matt Damon, Ben Affleck","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","English","United States","Won 2 Oscars. 24 wins & 61 nominations total","https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","70","8.3","920,166","tt0119217","movie",NA,NA,NA,NA,"8.3/10","70/100","98%",7,2021-07-09,NA,NA
"Best Director",NA,"The Full Monty","70-1998","tt0119164","The Full Monty","nm0146341","Peter Cattaneo",NA,NA,"The Full Monty",1997,"R","19 Sep 1997","91 min","Comedy, Drama","Peter Cattaneo","Simon Beaufoy","Robert Carlyle, Tom Wilkinson, Mark Addy","Six unemployed steel workers form a male striptease act. The women cheer them on to go for ""the full monty"" - total nudity.","English","United Kingdom, Italy, United States","Won 1 Oscar. 37 wins & 35 nominations total","https://m.media-amazon.com/images/M/MV5BODg0NWFjMTAtNGZjMC00NmZlLThhZDYtM2MzNTU2NDZiZDVmXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg","75","7.2","104,030","tt0119164","movie",NA,NA,NA,NA,"7.2/10","75/100","96%",NA,NA,NA,NA
"Best Director","Winner","Saving Private Ryan","71-1999","tt0120815","Saving Private Ryan","nm0000229","Steven Spielberg",NA,NA,"Saving Private Ryan",1998,"R","24 Jul 1998","169 min","Drama, War","Steven Spielberg","Robert Rodat","Tom Hanks, Matt Damon, Tom Sizemore","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","English, French, German, Czech","United States","Won 5 Oscars. 79 wins & 75 nominations total","https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg","91","8.6","1,321,251","tt0120815","movie",NA,NA,NA,NA,"8.6/10","91/100","93%",9,2021-07-09,"Prime","Feature Film"
"Best Director",NA,"Shakespeare in Love","71-1999","tt0138097","Shakespeare in Love","nm0006960","John Madden",NA,NA,"Shakespeare in Love",1998,"R","08 Jan 1999","123 min","Comedy, Drama, History","John Madden","Marc Norman, Tom Stoppard","Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush","The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.","English","United States","Won 7 Oscars. 64 wins & 87 nominations total","https://m.media-amazon.com/images/M/MV5BM2ZkNjM5MjEtNTBlMC00OTI5LTgyYmEtZDljMzNmNzhiNzY0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg","87","7.1","221,141","tt0138097","movie",NA,NA,NA,NA,"7.1/10","87/100","92%",6,2021-07-09,NA,NA
"Best Director",NA,"The Truman Show","71-1999","tt0120382","The Truman Show","nm0001837","Peter Weir",NA,NA,"The Truman Show",1998,"PG","05 Jun 1998","103 min","Comedy, Drama","Peter Weir","Andrew Niccol","Jim Carrey, Ed Harris, Laura Linney","An insurance salesman discovers his whole life is actually a reality TV show.","English","United States","Nominated for 3 Oscars. 40 wins & 69 nominations total","https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","90","8.1","1,012,919","tt0120382","movie",NA,NA,NA,NA,"8.1/10","90/100","95%",8,2021-07-11,NA,NA
"Best Director",NA,"Life Is Beautiful","71-1999","tt0118799","Life Is Beautiful","nm0000905","Roberto Benigni",NA,NA,"Life Is Beautiful",1997,"PG-13","20 Dec 1997","116 min","Comedy, Drama, Romance","Roberto Benigni","Vincenzo Cerami, Roberto Benigni","Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.","Italian, German, English","Italy","Won 3 Oscars. 72 wins & 52 nominations total","https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","59","8.6","663,971","tt0118799","movie",NA,NA,NA,NA,"8.6/10","59/100","80%",NA,NA,NA,NA
"Best Director",NA,"The Thin Red Line","71-1999","tt0120863","The Thin Red Line","nm0000517","Terrence Malick",NA,NA,"The Thin Red Line",1998,"R","15 Jan 1999","170 min","Drama, History, War","Terrence Malick","James Jones, Terrence Malick","Jim Caviezel, Sean Penn, Nick Nolte","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","English, Tok Pisin, Japanese, Greek","United States","Nominated for 7 Oscars. 21 wins & 47 nominations total","https://m.media-amazon.com/images/M/MV5BYjEzMTM2NjAtNWFmZC00MTVlLTgyMmQtMGQyNTFjZDk5N2NmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg","78","7.6","182,854","tt0120863","movie",NA,NA,NA,NA,"7.6/10","78/100","81%",7,2021-07-09,NA,NA
"Best Director","Winner","American Beauty","72-2000","tt0169547","American Beauty","nm0005222","Sam Mendes",NA,NA,"American Beauty",1999,"R","01 Oct 1999","122 min","Drama","Sam Mendes","Alan Ball","Kevin Spacey, Annette Bening, Thora Birch","A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.","English","United States","Won 5 Oscars. 111 wins & 102 nominations total","https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","84","8.3","1,119,612","tt0169547","movie",NA,NA,NA,NA,"8.3/10","84/100","87%",9,2021-07-09,NA,NA
"Best Director",NA,"The Cider House Rules","72-2000","tt0124315","The Cider House Rules","nm0002120","Lasse HallstrÃ¶m",NA,NA,"The Cider House Rules",1999,"PG-13","07 Jan 2000","126 min","Drama, Romance","Lasse Hallström","John Irving","Tobey Maguire, Charlize Theron, Michael Caine","A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world.","English","United States","Won 2 Oscars. 8 wins & 30 nominations total","https://m.media-amazon.com/images/M/MV5BNmY5YzA4OTQtOTQzZS00NDZmLTlhNzQtNzk5NTIyZWE2ZjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","75","7.4","96,970","tt0124315","movie",NA,NA,NA,NA,"7.4/10","75/100","71%",6,2021-07-09,NA,NA
"Best Director",NA,"The Sixth Sense","72-2000","tt0167404","The Sixth Sense","nm0796117","M. Night Shyamalan",NA,NA,"The Sixth Sense",1999,"PG-13","06 Aug 1999","107 min","Drama, Mystery, Thriller","M. Night Shyamalan","M. Night Shyamalan","Bruce Willis, Haley Joel Osment, Toni Collette","A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.","English, Latin, Spanish","United States","Nominated for 6 Oscars. 37 wins & 56 nominations total","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","64","8.1","956,264","tt0167404","movie",NA,NA,NA,NA,"8.1/10","64/100","86%",8,2021-07-14,NA,NA
"Best Director",NA,"The Insider","72-2000","tt0140352","The Insider","nm0000520","Michael Mann",NA,NA,"The Insider",1999,"R","05 Nov 1999","157 min","Biography, Drama, Thriller","Michael Mann","Marie Brenner, Eric Roth, Michael Mann","Russell Crowe, Al Pacino, Christopher Plummer","A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.","English, Japanese, Arabic, Persian","United States","Nominated for 7 Oscars. 23 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","84","7.8","167,623","tt0140352","movie",NA,NA,NA,NA,"7.8/10","84/100","96%",NA,NA,NA,NA
